,id,band_id,influencer_id,feedback,score
6372,928082,8063,3446,"Hey, interesting symphonic elements here, very well produced! Enjoyed it, but it just doesn't fit into any of our playlists as we look for mostly relaxing instrumentals with guitars and keys, thanks for sharing, and good luck :)",0.0
6373,928083,8063,3457,"Hi,

Thank's for your submit. 

The song is cool. I like the composition .

But unfortunately we don't have playlists in this type of songs.

Best regards,
Filipe Nobrega ",0.0
6374,928084,8063,3460,"Bonjour Franck. Très belle pièce, l'arrangement est réussi. Ça me fait un peu penser à Ramin Djawadi. Par contre, je ne prends que des morceaux hip-hop instrumentaux à la guitar (très spécifique !), donc le genre ne convient pas. Belle découverte quand même, merci beaucoup. Je vois dans ta bio que tu as pris des cours d'harmonie sur le tard. C'est vraiment impressionnant. Bonne continuation !
Philippe",0.25
6375,928085,8063,3463,Hey! Great work! I am sorry to say we are yet to have a playlist that could fit you (as we are usually more focused on sort of genre braking/crossing stuff) but we are working on expanding as we are getting some great artists such as yourself and its a pain to decline them. Keep working and see you in the future! Good luck with your other submissions! ,0.0
6376,928086,8063,3466,"Hi Frank, thanks for sending us your track.
It is a fantastic composition and very unusual these days.
It makes us very happy to discover orchestral composers, since in general the classical music promotion  is difficult for pianists and guitarists (our specialty), it is even more complex for orchestral music.

For this reason we don't have a playlist focused on this genre of classical music. However, we will share your piece ""Effervescence"" in one of our new growing playlists and our social media.

We wish you the best and hope to soon have an audience for orchestral music and soundtracks.

Best regards.

Sofía
Caoba Records
",1.0
6377,928087,8063,3469,"Hi Franck, beautifully composed. I can perfectly imagine this in an epic movie! Very nice production quality also. May I ask how you produced it? Which Software/DAW? Is it virtual instruments?

Unfortunately classical music is not the style that I'm looking for in this particular playlist. I am mainly looking for Instrumental hip hop. But I will add the track to my small personal classical playlist :)

Have a great day!
Max ",0.25
6378,928088,8063,3470,"La composition est très intéressante Franck. Effectivement elle mériterait plus d’écoutes sur les plateformes de streaming. C’est un public de niche qui pourrait écouter ce genre de titres. Pas sûr que cela convienne à mes playlists a ce stade. 
Continuez en tout cas ! J’ai reconnu les références de Hans Zimmer ;) ",0.0
6379,928089,8063,3485,"Bonjour Franck,

Merci de nous avoir contacté et pour l'envoi de ton morceau.
Effervescence est malheureusement très éloigné du style musical de nos playlists.
Ça ne remet pas du tout en cause la qualité de ta composition, le morceau est très intéressant et tu devrais trouver des playlists qui lui correspondent.
Bonne continuation !",0.0
6380,928090,8063,3490,"Très bonne composition !
Le feeling est vraiment bon, on dirait une bonne musique de film.
J'ai pas trop de connaissances dans la matière donc pas facile de donner un avis constructif.
Mais de ce que j'entends c'est vraiment bien, tout est au bon niveau, rien ne sonne mal à mon avis. J'aime beaucoup les voix, ca donne de la profondeur.
Très bonne compo mais pas le bon genre pour notre playlist.
Bonne continuation !",0.0
6381,928092,8063,3539,"Hi Franck,

Nice track, thanks for sending it our way!

Stylistically, it falls a bit outside my playlists, but I appreciate the listen. We are going to save it to maybe use it in the future.

Best of luck!",0.25
6382,928093,8063,3585,"Hey Franck,

I love your epic composition! It looks like the soundtrack of a great movie!
It's done very well, the recording is also perfect, congrats.

Unfortunately I don't have a playlist suitable for this genre or mood.
Mine is a solo piano playlist, I also have another more generic  for other instruments but I look for softer and slower songs.

Best,

Michele",0.25
6383,928094,33578,116,"Bonjour Grégory,
Merci pour le partage. Je ne suis pas touché par le titre. Je trouve qu'il manque de modernité, et que le texte est un peu banal. 
Bonne journée, 
Baptiste ",0.0
6384,928095,33578,199,"Bonjour et merci de votre envoi . Dans le genre le titre est bien chanté et globalement bien construit. Dans cette approche variétés je trouve que les choix de productions (Cocottes de guitares et effets) sont un peu datés et pourraient être modernisés. Globalement l'ensemble est bien fait mais manque d'une personnalité artistique singulière qui entrerait mieux en cohérence avec nos choix éditoriaux. 
L'autre souci dans ce type de chanson est qu'elles accèdent à leur audience par de forts investissement marketing ....
",0.0
6385,928096,12267,117,"J'aime beaucoup l'ambiance et les sonorités du titre, et je trouve que le fait de chanter en français est un gros plus sur ce projet. Le clip arrive un peu tard pour nous car on ne traite dans notre sélection dominicale que les clips sortis lors de la semaine en cours, mais on va suivre la suite de l'aventure avec intérêt.",0.0
6386,928097,12267,382,"Hello !
Coup coeur pour ce morceau ! Seriez vous partant pour une interview ? Nous allons également ajouter le titre dans notre playlist spotify ""Un été en France"". 
Antoine",1.0
6387,928098,12267,573,"Bonjour Des Roses ! Merci de nous avoir contacté :)
Super cool ce morceau ! 
Malheureusement, ça ne correspond pas à ce que nous recherchons pour l'instant sur notre chaine Youtube.

En revanche, nous produisons et réalisons des clips et serions ravis de vous proposer un concept pour votre prochain projet vidéo.

A bientôt
Simon Chantrait",0.25
6388,928099,12267,1166,"Hello Des Roses, je me souviens qu'on avait été en contact en 2014 : https://www.merseyside.fr/des-roses-groupe-nantes-motorama-beach-house Et à cette époque, fin 2014, ça avait fait tilt car je venais d'être papa pour la 1ère fois avec une petite Suzanne ;-) (Quelques mois plus tard naîtra son cousin : Louis ! Véridique !)
Bref, je vois bien qui vous êtes. Et je confirme que ce morceau me fait toujours penser à Beach House. J'ai bien la dimension planante globale. Certes les synthés sont très présents, c'est une marque de fabrique, donc je pense que ça peut en rebuter certains, mais je pense que c'est aussi une histoire de contexte. Là, par une journée à -4 avec 10cm de neige, je trouve que c'est une bande-son qui fonctionne super bien !
Je vais le partager aujourd'hui justement !
A suivre !
Jérémie",1.0
6389,928101,25757,415,"Bonjour Haylen, je me disais en écoutant : ""mais j'ai déjà entendu cette merveille !"", et bien oui vous m'avez déjà envoyé ce morceau il y a quelques mois et nous l'avons déjà partagé, que voudriez vous aujourd'hui ?",0.25
6390,928102,25757,1297,"Hello Haylen 
Quelle belle voix que voici, merci !
On est hyper chauds de vous diffuser sur radio Galère dans nos playlist en aléatoire.
Si ça vous ambiance aussi, c'est parfait envoyez moi votre track par mail (ça marche mieux que sur la plateforme groover) en .mp3 ou .wav.
Et tenez moi au courant de vos futurs projets !
Belle soirée
Barbara",1.0
6391,928103,25757,1330,Cool video and you have a beautiful tone but I think the arrangement can be a little edgier. Thank you for sharing.,0.0
6392,928104,25757,1344,"wow good things est magnifique !!! 
Moi je pense que pour élargir votre projet vous devriez faire ces magnifiques chansons mais en français ! Vous seriez sur un marché bien plus original et moins saturé surtout avec ce style ! 
Je serai curieux d'écouter des chansons en Français si vous avez ! ",0.25
6393,928105,25757,1506,"Great track and sweet production; however it's not quite the style I am looking for unfortunately. I tend to go for more folky or electronica styles, sorry about that. ",0.0
6394,928106,25757,1525,Congratulations! The voice is super and the video too. Absolutely professional and stunning but we searching something more adventurous! Good luck! ,0.0
6395,928107,25757,1640,"Grande classe e grande stile.
Un progetto molto raffinato e si sente in tutte le sfumature, video compreso.
Facciamo i nostri più sinceri complimenti per la realizzazione, la voce incredibilmente bella e lo stile Blues Soul come giustamente da voi sottolineato.
Ottimo lavoro.",0.0
6396,928108,25757,1683,"bonsoir
j'ai écouté avec la meilleure attention votre titre et vous remercie pour l'intérêt que vous portez à telescope. Néanmoins ce type de projet ne correspond que peu avec la ligne éditoriale défendue par ce media. Bonne continuation christophe",0.0
6397,928109,25757,1821,"Bonjour, 

Merci du partage. Le projet est intéressant et bien produit mais malheureusement nous allons passer notre tour pour cette fois. 

A bientôt pour plus d’écoute ! N’hésitez pas à me recontacter. 

Sam",0.0
6398,928110,25757,1971,"Ci sono poche parole, 90 secondi di appalusi sono pochi, perfezione assoluta su tutto, che dire, zitti e ascoltare  e farsi trasportare dalla magia di questa voce!",1.0
6399,928111,25757,2000,"Ciao sono Marco Racchella MRP75 direttore artistico di SilverMusic Radio.
Complimenti per la voce.
Brano ben arrangiato e all' ascolto risulta davvero piacevole.
L'ho aggiunto alla mia playlist di Spotify. 
Complimenti davvero un bel lavoro.
",0.0
6400,928112,25757,2145,"Bonjour,

Merci pour votre sollicitation. 
Le titre soumis est très bien réalisé et donne envie de connaitre la suite. 
Vailloline est tourneur. L'activité est à l'arrêt, comme vous pouvez bien l'imaginer. Nous ne pouvons nous positionner.
Cordialement,
Maxime",0.0
6401,928113,25757,2206,"Haylen, really nice performance, vocally too! I would like to discuss with you another avenue to boost your streaming visibility. Will email you.",0.25
6402,928114,25757,2631,"Hello Haylen,

Merci pour la sollicitation ! Étant une grande adepte de PostModern JukeBox, entre autres, je ne peux qu'apprécier ton univers. Ta voix est sublime ! Nous n'allons pas le relayer sur KAO car le projet ne correspond pas à notre ligne éditoriale, mais c'est un très beau titre. 

Belle soirée,
Suzon",0.0
6403,928115,25757,2774,"Hello Haylen, 

Merci pour l'envoi du morceau c'est très chouette ! L'enregistrement est super et il y a une vrai texture et une identité bien marqué. Ce n'est malheureusement pas ce que l'on va rechercher avec le label pour le moment, je ne doute pas que tu va trouver quelqu'un pour te produire. Bonne continuation !",0.0
6404,928116,25757,3014,"Hello!

Thanks so much for requesting us to review your track. What a fantastic song and video! Your vocals are outstanding, but i'm sure you get that response all the time. Paired with the orchestral arrangements though, this was seriously a 10/10 track. You've done a wonderful job forming this. Can't overstate how enjoyable this was, congrats!


Additionally, we'd love to check you out on Instagram if you have one. Feel free to follow us at ours: @wewriteaboutmusic

Take care!",0.25
6405,928117,25757,3077,"This is a very good track. Jazz Blues is often overlooked, but always tends to find placements. Something I could use in my catalog for sure. It seems like this is your only track of the style at the moment, so I’m not inclined to have any discussion at this time. However, if the new material will be similar, I’d definitely be interested in hearing it. ",0.25
6406,928119,25757,3592,"Salut Haylen !

Nous avons bien reçu votre morceau live et nous souhaiterions en recevoir d'autres ( en plus de celui-ci) via notre formulaire  en ligne disponible sur notre site internet www.allive.fr

À très bientôt !
L’équipe Allive
",1.0
6407,928120,31789,385,"Bonjour et merci pour la proposition.
Le titre ne correspond pas exactement à ce que nous recherchons actuellement pour une diffusion en playlist sur nos antennes.",0.0
6408,928121,31789,784,"Bonjour Pascal,
Nous pensons que les idées sont bonnes mais la réalisation peut être meilleure. Les lignes de chant peuvent être plus travaillées, uniques par exemple",0.0
6409,928123,31789,1364,"Bonjour Pascal,

Merci pour votre proposition de titre
nous sommes en mesure de

- Diffuser votre titre sur notre radio (24 Heures à la réception de vos éléments)

- Ajouter votre titre à notre playlist : 
""Yellow radio powered by Groover"" (Disponible d'ici 24H) -  https://bit.ly/38YicT7 

- Publier votre clip (si vous en avez un) sur notre site web :
https://yellow.radio/qtvideo

- Relayer votre clip si vous en avez un sur notre page facebook:
https://www.facebook.com/yellowradiostation

N’hésitez pas à nous suivre sur nos réseaux sociaux ils se trouvent sur notre page groover (plus complet) ou en bas de page de notre site internet.  
Merci de nous transmettre vos reseau sociaux afin de mieux vous suivre ainsi que votre lien Deezer pour ajouté à playlist 
A très vite,

Olivier Vereecque
Fondateur de Yellow Radio

Je vous souhaite un vif succès avec ce nouveau projet par ailleurs,

Olivier",1.0
6410,928124,31789,1621,"Bonjour, après écoute de votre titre nous le sélectionnons pour une diffusion en nouveauté sur notre radio.  Musicalement c'est vraiment sympa et la voix féminine a juste ce qu'il faut pour ce genre de titre. Bienvenu parmi les artistes Maxi France.",1.0
6411,928125,31789,1642,"Bonjour Pascal, 


Merci pour le partage.
Actuellement le titre ne correspond pas à notre ligne de programmation.

N'hésitez pas à nous envoyer vos prochains sons.

Bonne continuation,


André
Le Labo",0.0
6412,928126,31789,2443,Bonjour Pascal et merci pour ton envoi et la découverte de ton univers mais le titre n'a pas fait l'unanimité au sein de notre comité d'écoute. Nous te souhaitons toutefois succès dans le projet ! ,0.0
6413,928127,31789,2711,"Bonjour,
 
Nous avons bien écouté votre morceau  mais ce dernier ne correspond pas au format musical d'RTS. 
Nous sommes sur une couleur très dynamique, une rythmique ""up tempo"" et dansante.

Bien évidemment, cela n'enlève rien à la qualité de votre morceau, mais nous devons nous tenir à notre format...
 
Bien cordialement
 
Nicolas
",0.0
6414,928129,31789,2893,"Hello, 

Merci pour ce partage. Malheureusement, ce titre ne correspond pas à la programmation de CAPSAO (latino pop/reggaeton). 

A bientôt,",0.0
6415,928130,31789,3141,"Bonjour,
le morceau est bien produit, bien chanté, mais je dois faire des choix étant donné la quantité de morceaux reçus, et je ne retiendrai pas ce morceau pour une diffusion. Peut-être qu'il est un peu trop linéaire ou un peu trop long pour être vraiment efficace, c'est toujours un peu subjectif bien sûr...
N'hésitez pas à m'envoyer d'autres titres en tout cas, je les écouterai avec plaisir et les mettrai en diffusion si ils collent avec notre programmation.
Bonne continuation.",0.0
6416,928131,29761,111,"Salut Trip For Léon, merci pour cet envoi, la production/captation/mix est très pro et il y a beaucoup d'éléments très intéressants dans les sons. Je vous avoue que j'ai trouvé la partie instrumentale un peu brouillon, je n'ai plus su où donner de la tête entre les différents pistes mélodiques. Je pense que mon cerveau ne tolère plus que les choses très simples 😬 Je n'ai malheureusement pas eu le coup de coeur, mais curieux de voir ce que vous ferez à l'avenir, si vous partez sur des morceaux plus mélodiques",0.25
6417,928132,29761,112,"Bonjour Trip for Léon,

Merci de nous avoir transmis votre morceau. J'ai bien aimé le côté Portishead/Kate Bush, mais il m'a manqué quelque chose pour vraiment avoir le coup de coeur sur cette chanson. Pour le coup c'est vraiment subjectif, sinon le morceau est vraiment bien fait! Je pense qu'il manque une liaison solide entre le côté trip hop et électronique du morceau, notamment au niveau des sons utilisés, l'électro paraît beaucoup + medium aigue.

Au plaisir de vous réécouter, 

Ambre",0.0
6418,928134,29761,211,"Hello! Merci pour cet envoi! Production excellente, atmosphère captivante, toutefois le morceau est un peu trop ambient/trip-hop pour Sidekick, nous sommes orienté un peu plus vers la NuDisco. on passe. Cheers",0.0
6419,928135,29761,573,"Bonjour Trip for Léon ! Merci de nous avoir contacté :)
Super bel univers, très surprenant.
Malheureusement, ça ne correspond pas à ce que nous recherchons pour l'instant sur notre chaine Youtube.
En revanche, nous produisons et réalisons des clips et serions ravis de vous proposer un concept pour votre prochain projet vidéo.

A bientôt
Simon Chantrait",0.25
6420,928137,29761,770,"Hello! Thanks for your submission! Nice song, I really like the vibe and vocals here. Unfortunately I don't 100% feel this tune for Suprematic Sounds, sorry. Anyway, good luck with this one and please feel free to send me your new stuff.",0.0
6421,928138,29761,777,"Thanks for sharing your work with me.
Nice production here, however I'm looking for drone ambient soundscapes without beats or vocals.
Best regards",0.0
6422,928139,29761,907,"Hey! thank you so much for your submission, I like the sound quality of this production, the idea is pretty cool and I like the vocals, the chord progression and the mysterious vibe is nice but maybe I feel the overall concept a bit alternative compared to what e usually share in our channels. Sorry, I'll have to pass this time but I hope you understand. Have a great day!",0.0
6423,928140,29761,1456,"Hey thanks for sharing this one with us, it was great to listen to your track.....unique stylistics and composition.

it had a good edge to it but found that the song dragged for me....felt just a little slow for me to vibe with it 

a great vocal tone is in there though definitely something to build on",0.0
6424,928141,29761,1601,"Hi, thanks for the submission.
It's wonderful. The tranquility and noisy sound reminiscent of art music is addictive.

Let me include your songs in this playlist to be updated in March 1st. https://open.spotify.com/playlist/5YMTx1sHEhTQQqK6zXpAU3?si=qjCkxCtoSKOLieX7V_FN_Q
",1.0
6425,928144,29761,2101,"Olá Trip for Léon, Tudo bem?

Então gostei demais do seu som, achei muito criativo. Gostei mesmo do talento de vocês, viajei bastante junto com a musica e o clipe . Os back ficaram excelentes e toda a parte instrumental.  
Irei acompanhar se trabalho e desejo muito sucesso. E em breve eu irei compartilhar seu som em minha Plataforma.
Se for o seu desejo e quiser gravar um pequeno vídeo para a story, falar sobre o seu trabalho e musicalizar. Gostaríamos de compartilhá-lo em nossas plataformas. 
email: contatomusicalizar@gmail.com
Att
Jonas Souza
Ceo. Plataforma. Musicalizar

Frances :

Hé, Trip for Léon, quoi de neuf ?

J'ai donc trop aimé votre son, je l'ai trouvé très créatif. J'ai beaucoup aimé votre talent, j'ai beaucoup voyagé avec la musique et le clip. Le fond était excellent et toute la partie instrumentale.  
Je vous suivrai si je travaille et je vous souhaite beaucoup de succès. Et bientôt, je partagerai votre son dans ma Plate-forme.
Si c'est votre souhait et que vous voulez enregistrer une petite vidéo pour l'histoire, parlez de votre travail et faites de la musique. Nous aimerions le partager sur nos plateformes. 
e-mail : contatomusicalizar@gmail.com
Att
Jonas Souza
Ceo. Plate-forme. Musicalizar",0.25
6426,928145,29761,2259,"Great visuals here! Clean beat with bright vocals and melodic plucks that make sense in the mix, but now we're looking for more electro style. Thanks for sharing!",0.0
6427,928146,29761,2403,"Hi, thank you for submitting your song to me. Track is pretty decent but recently im receiving a lot new tracks from people and i dont want to have too many songs in my playlists so currently i dont have space for this but will add this to my private playlist with considered songs and maybe will add this somewhere in the future. Regards ",0.0
6428,928149,29761,2465,"A goth feeling looked at through an electronic lens: that’s pretty much the definition of this track. A soft voice carried by a synth approach, foggy, dark, downtempo. When you try to push the volume up is when everything becomes less interesting: the falsetto is unnecessary and almost disturbing. Put your chips on the positive aspects and dive into them. Most of the times, less is more. 
",0.0
6429,928151,29761,2662,"Hi,

Quality production with a good vocal. For my playlists this is however too heavy and dark in feel. Searching for more melodic songs.

Hope you will find the right playlists for this one!

Cheers,

Jens",0.25
6430,928152,29761,2827,"Hi Trip for Leon :)

My name is Paige, from GNH Records. Thank you so much for submitting Swallow to us to consider for our Apple Music + Spotify playlist, Futurepop. It's our home for  ""cutting-edge pop acts who nimbly genre-blend with clever, subversive sound design, ultramodern hip-hop or pioneering alternative R&B."" It has a rabid cult following which we're very proud of.

Here are the links to follow / share it:
- Spotify: urlgeni.us/spotify/NgzB 
- Apple Music: urlgeni.us/applemusic/7jUt 

I realise it's a valuable use of credits to do this here, so we've taken a very close listen to Swallow and want to provide you this constructive feedback on your submission.
 
Haunting and etheral are two words that quickly came to mind here. You've got a very atmospheric vocal delivery, the vocal performance here was absolutely lovely to listen to and holds our attention around those reversed-synth countermelodic notes. The little high bells and choice of chords (chromatic) definitely gives this whole track an unsettling, Phantom Of The Opera feel, but with a nice modern twist.

Ultimately, while it impressed us, I can't really confidently call this a strong pop song. This is very avant garde, for sure. It flirts with the pop genre but it's definitely something more artistic and abrasive. For Futurepop, we're consciously trying to be a real point of difference, looking for singles that push themselves into a bolder niche, taking innovative risks with more synthetic sound design or atypical arrangements, while still being grounded by very strong pop fundamentals. When you play through the first few artists we've selected for the playlist, you'll hear what we mean. We try to elevate the playlist beyond systemic commercial R&B/pop. I think you will easily find some major success with playlists and blogs that do focus on avant garde, or potentially art pop, though.   

One other thing I can offer you, is a bit of an industry connection. One of our managed artists is Spectoral (@spectoral on Instagram) who co-curates the playlist with us. In fact, it lives on his artist account. So while I can't offer you a placement on the playlist, if you're an artist who is interested in creating music for the bleeding-edge, an artist who is a music addict like us, who shares our tastes, and always aspires to keep tabs on the most current sounds, then I'd strongly encourage you to DM @spectoral - on Instagram. Introduce yourself to him and send him your link. Tell him you spoke to Paige on Groover. He's real nice, a well connected producer and curator from Australia who is a true passionate new music addict himself. He's also a committee member of a not-for-profit (free) organisation called Beat Collective (beatcollective.net) that is one of the biggest artist-producer communities in the world. So he meets a LOT of artists and it's very valuable to be connected. So even if that doesn't result in you getting added to a playlist, you should still get some good value out of at least talking to him, a like-minded artist who values building good industry connections.

Go for it! :)

Paige R
GNH",0.0
6431,928155,29761,2973,"Getting pure apocalyptic Kate Bush vibes on here, it's pretty haunting stuff. Drop me a shout if you even play in Scotland once the pandemic is all done with.",0.0
6432,928156,29761,3014,"Hello!

Thanks so much for requesting us to review your track. This was quite a unique sounding track. We liked it a lot and that it almost borders the line of spoken word within the delivery of the lyrics. The rolling and thumping bass lines were nice, but as soon as the electronic effects stormed in, that's when we became fans! The vocals are also incredibly great, the way that you can get your voice to do that provided a bit of a mystery sound to it all. Congrats on this, really enjoyed!


Additionally, we'd love to check you out on Instagram if you have one. Feel free to follow us at ours: @wewriteaboutmusic

Take care!",0.25
6433,928157,29761,3068,"Bonjour,
Merci pour la proposition, le morceau est très interessant mais je bloque sur l'envolée lyric à 1m38.
A bientôt",0.0
6434,928158,29761,3082,Thanks for your submission! Nice track with a cool chilled out vibe. Unfortunately I'm only looking for dark and heavy synthwave tracks. All the best! ,0.0
6435,928160,29761,3249,"really nice vocals, and interesting evolving track, anyway i think it doesn't fit well with my playlist.

Thank your for submitting
Cheers",0.0
6436,928161,32662,2755,"Salut PYF,

Le morceau est très bien construit et entrainement félicitations à toi.

Ton univers est parfaitement respecté avec ce morceau on espère en recevoir d'autres rapidement pour pourquoi pas en signer une sur notre label !

Bonne continuation,

DFR Team",0.0
6437,928162,32397,3592,"Salut Criss!

Nous avons bien reçu votre morceau, nous souhaiterions recevoir des vidéos lives session de vous via notre formulaire  en ligne disponible sur notre site internet www.allive.fr
Par ailleurs, nous ne pouvons pas accepter de cover sur la plateforme. Le but est de pouvoir montrer votre univers.

À très bientôt !
L’équipe Allive
",1.0
6438,928166,19540,520,"Bonjour,

Dans un premier temps merci de votre prise de contact auprès d’aficia.

Toutefois, nous ne pouvons pas vous donner une réponse favorable après l’écoute de votre titre, celui-ci n’entrant pas dans la ligne éditoriale de notre média.

Sachez que nous restons à l’écoute de vos prochaines propositions et que nous apportons toujours une oreille attentive à votre travail.

L’ensemble de la rédaction vous souhaite de très belles aventures musicales.

Vincent pour aficia.
",0.0
6439,928167,19540,550,"Bonjour Alan, 
Nous avons écouté votre musique ""Bye Bye"" et allons la publier sur notre site officiel Delit Music France et nos filiales Delit Face, Info Music & Music Abonnement.

Cordialement 
Diane COLLET
www.delitface.com
www.delitmusic.fr 
www.infomusic.fr 
www.musicabonnement.com",0.5
6440,928169,19540,1174,"Un morceau intéressant avec des tonalités qui se marient bien aux sonorités de la prod' ... La structure musicale est bien maîtrisée par l'artiste . C'est avec plaisir que j'intègre ce morceau en rotation en playlist sur Radio Zone 26 , en attendant de recevoir le fichier au format MP3 ainsi qu'un visuel ",1.0
6441,928170,19540,1279,"Bonjour,

Nous vous remercions pour votre confiance en nos médias.
Ce morceau original pourra être versé dans la rotation « Nouvelle sensation » pour une durée de 7 jours.
Restez prudents !
",1.0
6442,928172,19540,1644,Bonjour nous avons bien écouté votre chanson et elle a retenu notre attention. Nous la jouerons dans une de nos playlists.  Bonne continuation!,1.0
6443,928173,19540,1672,"Bonjour,

Jaime bien le titre que vous avez envoyer ;)

Bonne nouvelle, ""BYE BYE"" a été ajouté à la playlist ""MUSIC DISCOVERY 2021"" sur Spotify
Lien ici: https://spoti.fi/2Y3LDk5
et aussi TOP HITS FRANCE
Lien ici: https://spoti.fi/394Sqza

Nous partagerons également votre musique sur nos réseaux!

Félicitations, merci et bonne chance.  ",1.0
6444,928174,19540,1926,"Salut, 

Merci de nous avoir fait parvenir ton titre.

Nous aimons bien, nous le partagerons dans notre playlist et sur nos réseaux si tu as un clip. Tu peux nous envoyer un extrait pour un partage sur Instagram par lien Dropbox ou Wetransfert. 

A bientôt. 

Peace. ",1.0
6445,928175,19540,2083,"Bonjour l'équipe, 

Merci de m'avoir contacté  j'ai apprécié la qualité du song et on va relayer le titre Bye Bye

J'avoue avoir plus de préférence pour les clips récents Hip hop rap Underground mais je suis tombé sous le charme de votre performance 

si jamais vous souhaitez intégrer notre playlist avec ce titre  merci de respecter les conditions suivantes :

1.inviter 10 personnes de votre entourage à aimer la playlist 
2.Nous envoyer un message sur instagram lorsque c'est fait 

https://open.spotify.com/playlist/6EMjyKbqCYVlLwiDBz4QX5

Au plaisir de vous lire à nouveau
",1.0
6446,928176,19540,2728,"Musicalité très intéressante, votre projet possède une très bonne qualité d'écriture et un bon style de flow. Je le partagerai avec plaisir sur mon site. Mon média met plutôt en avant les clips vidéos, si vous en avez vous pouvez l'envoyer.",1.0
6447,928178,32070,110,"A folk song with rich arrangements interpreted very softly. The benevolent tone of the masculine and sensitive singing adds to the bewitching effect. The melodic aspect of this title propels the refrain ever higher, as does the undeniable production quality of this title which acts as a balm to the soul.

Here are the playlist links:
https://www.youtube.com/playlist?list=PLQQEx2JoJCJsxBzV-XxPY-28vwvM9WS8b

https://open.spotify.com/playlist/2ZhDFuHhL9TMDDmebKrsEi

https://deezer.page.link/7wnRM8uvsz8g39mk6",1.0
6448,928179,32070,225,"I really liked this song. Both in terms of composition, texts and interpretation. I'm selecting it for one of our next playlists. Thank you :)",1.0
6449,928182,32070,537,"Bonjour, votre morceau n'entre pas dans ce que nous couvrons. Notre ligne éditoriale est uniquement dédiée rock de France ou des pays francophones. Ce qui n'est pas un jugement sur votre musique, mais un constat par rapport à notre mandat. Voici un exemple des artistes que nous défendons : Stupéflip, La Pietà, Therapie Taxi, Les Hôtesses d’Hilaire, Radio Elvis, Feu! Chatterton, Süeür... Bonne continuation à vous.",0.0
6450,928184,32070,1071,"Hello there,
Thank you for sharing this beautiful song!
I listen to your song twice, I really love it!
Beautiful voice, beautiful music! The beginning is my favorite part. Really amazing!
We'll add your song to our playlist ""Sunrise above Clouds""
Thank you again,
Take care!",1.0
6451,928185,32070,1091,"Please pay attention to the outlet's description when submitting. We are a Rap, Neo Soul and R&B outlet.",0.0
6452,928187,32070,1673,"the powerful vocal is quite impressive. It's a brave relevant message you picked for your lyrics.  The main asset is the chorus part, catchy and it resonates to me. I wish I connect more with the rest of the song. Thanks for sharing.",0.0
6453,928188,32070,1762,"Hey! Thanks for sending your music! I truly enjoyed listening to this song, I will listen to some of your other tracks on Spotify and definitely add some songs to my Spotify library. Even though I liked the sound I am afraid that the track is not the best fit for the vibe of my playlist, a bit too soft and mellow. Sorry ",0.0
6454,928189,32070,1821,"Bonjour, 

Merci du partage ! Je vous propose d’en parler à ma hiérarchie de Rolling Stone et voir si une prochaine inclusion dans nos playlists est possible. 

Je reviendrais vers vous quelqu’en soit le retour.

A très bientôt !

Sam",0.5
6455,928191,32070,2045,"Hello

Thanks for sending us a track. That music video matched really well with the song, it gave it a whole new life. The dramatic tone mixed with a vintage visual is everything. Those vocals are also a delight to hear, a pallad so simple yet so powerful thanks to its melody and beautiful production.

At this time we are getting tons of tracks daily, so we are always filtering what to introduce our audience to. We've reached our goal when it comes to your genre/style, but we thank you for allowing this feedback neverthless. We are happy that we have you on our radar.

Escutai.com",0.0
6456,928193,32070,2157,Hi! I really liked your song but I will not be adding it to my playlist because it doesn’t really fit. I will be showing this song to my friends and followers though! Thank you.,0.0
6457,928194,32070,2195,"Hello, thank you for contacting us!
Beautiful music with a quiet arrangement, different voice timbre. Your job is really cool.
We will share your music as soon as possible.",1.0
6458,928196,32070,2947,"Hey, really dig it! I wanted to share the music video on our blog, but it's set on 'not listed', and it needs to be public. So this time I placed the song on our indie playlist which can be found here:

https://open.spotify.com/playlist/1hIYdqOi8ULhs98c1vP8Do",1.0
6459,928197,29153,385,"Bonjour et merci pour ce nouveau titre.
Assez captivant, même si la tonalité générale du morceau ne s'inscrit pas  totalement dans l'esprit de notre playlist du moment.",0.0
6460,928198,29153,978,"Bonjour merci de votre proposition, malheureusement après écoute le titre ne rentre pas en programmation sur notre antenne. Bonne continuation
 Bryan",0.0
6461,928199,29153,2631,"Hello Matthieu & Kevin,

Merci pour la sollicitation !
Je n'accroche pas totalement aux paroles mais la musique est subjective, c'est une appréciation purement personnelle. Concernant l'image et notamment le clip, son scénario ne me parait pas assez clair ce qui empêche de comprendre le véritable thème du titre. De plus, l'ajout d'un filtre et du grain très connotés vintage sur certains plans, créé un décalage important avec le reste du clip, qui ne me semble pas forcément nécessaire, ni cohérent avec votre image.

J'espère que mes conseils vous seront utiles !

À bientôt,
Suzon",0.0
6462,928200,33595,415,Hey Katie ! Thanks a lot for this song ! I like it ! And I like share this on spotify playlist and youtube playlist if you want ! Oh yeah,1.0
6463,928201,33595,1071,"Hello Katie,
Thank you for sharing your beautiful song. 
I really enjoyed to listen to your song. Beautiful voice, beautiful melodies and amazing guitar sound(beautiful slide solo) . 
Really a beautiful song! Nice video too.
Unfortunately we work mostly with instrumental music, so we don’t have a proper playlist for your song. 
Thank you again,
take care!",0.0
